pollotion_type;lon;lat;reg_date;last_date;ground_type;square;pollution_level;restovration_date
нефтесодержащая жидкость;76,612223;61,076156;19.03.2019;"04.06.2018;  09:25";земли промышленности ;0,0068;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,630592;61,22691;19.03.2019;"04.06.2018;  13:45";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,0402;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,471615;61,292087;19.03.2019;"07.06.2018; 13:40";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,0094;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,812149;61,070336;19.03.2019;"08.06.2018; 11:50";земли лесного фонда в долгосрочной аренде ;0,0309;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,544065;61,026413;19.03.2019;"09.06.2018; 07:40";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0426;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,87567;61,065532;19.03.2019;"09.06.2018; 10:55";земли лесного фонда в долгосрочной аренде ;0,0198;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,905227;61,166807;19.03.2019;"13.06.2018; 09:35";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,1431;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,508269;61,019894;19.03.2019;"14.06.2018; 09:30";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0547;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,524612;60,992158;19.03.2019;"15.06.2018; 09:20";земли лесного фонда ;0,0122;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,695135;61,036117;19.03.2019;"18.06.2018; 15:50";земли лесного фонда в долгосрочной аренде;0,0167;Отбор проб не производился;До 2021
подтоварная вода;76,902604;61,053896;19.03.2019;"27.06.2018; 13:40";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1423;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,486599;61,155382;19.03.2019;"27.06.2018; 10:30";земли лесного фонда в долгосрочной аренде ;0,0298;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,8791;61,21544;19.03.2019;"03.07.2018; 13:30";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0323;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,797708;61,196494;19.03.2019;"05.07.2018; 17:00";земли лесного фонда в долгосрочной аренде;0,025;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,737553;61,185746;19.03.2019;"10.07.2018; 16:25";земли лесного фонда в долгосрочной аренде;0,0537;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,64043;61,233732;19.03.2019;"16.07.2018; 16:00";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2613;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,46567;61,204318;19.03.2019;"16.07.2018; 17:40";земли лесного фонда в долгосрочной аренде, земли лесного фонда, земли промышленности;0,252;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,648156;61,143053;19.03.2019;"18.07.2018; 20:25";земли лесного фонда в долгосрочной аренде, земли промышленности;0,1191;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76.436084;61.193512;19.03.2019;"19.07.2018; 13:35";земли лесного фонда в долгосрочной аренде;0,0359;Отбор проб не производился;До 2021
подтоварная вода;76,828054;61,03345;19.03.2019;"25.07.2018; 16:00";земли лесного фонда в долгосрочной аренде ;0,1172;Отбор проб не производился;До 2021
подтоварная вода;76.720998;61.147999;19.03.2019;"27.07.2018; 09:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,3483;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,464863;61,204126;19.03.2019;"29.07.2018; 16:20";земли лесного фонда в долгосрочной аренде, земли лесного фонда, земли промышленности;0,2539;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,612836;61,097791;19.03.2019;"29.07.2018; 23:45";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1363;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,30953;61,191991;19.03.2019;"30.07.2018; 15:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0192;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,463971;61,203902;19.03.2019;"02.08.2018; 11:35";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1699;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,943202;61,031867;19.03.2019;"06.08.2018; 11:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0456;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,540057;61,316259;19.03.2019;"09.08.2018; 13:30";земли лесного фонда в долгосрочной аренде;0,0519;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,56495;61,109115;19.03.2019;"10.08.2018; 11:00";земли лесного фонда в долгосрочной аренде;0,2376;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,756996;61,105224;19.03.2019;"13.08.2018; 10:30";земли лесного фонда в долгосрочной аренде;0,0019;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,614488;61,248916;19.03.2019;"15.08.2018; 13:45";земли лесного фонда, земли промышленности;0,0243;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,796362;61,071055;19.03.2019;"17.08.2018; 17:40";земли промышленности;0,0147;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,50946;61,264043;19.03.2019;"22.08.2018; 14:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,112;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,74359;61,056282;19.03.2019;"28.08.2018; 14:55";земли лесного фонда в долгосрочной аренде;0,1474;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,410578;61,031696;19.03.2019;"30.08.2018; 10:50";земли лесного фонда в долгосрочной аренде;0,1576;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,630589;61,22707;19.03.2019;"03.09.2018; 09:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0194;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,931196;61,056349;19.03.2019;"03.09.2018; 12:10";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0043;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,764805;61,043992;19.03.2019;"03.09.2018; 14:00";земли лесного фонда в долгосрочной аренде, земли лесного фонда ;0,2669;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,613011;61,097622;19.03.2019;"06.09.2018; 13:20"; земли промышленности;0,0074;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,675459;61,233655;19.03.2019;"17.09.2018; 15:00";земли лесного фонда в долгосрочной аренде;0,0218;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,734239;61,038878;19.03.2019;"19.09.2018; 10:00 ";земли лесного фонда в долгосрочной аренде;0,0059;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,813831;61,247425;19.03.2019;"27.09.2018; 11:30";земли лесного фонда в долгосрочной аренде;0,0118;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,96619;61,153825;19.03.2019;"03.10.2018; 10:45";земли промышленности;0,0328;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,855744;61,123382;19.03.2019;"07.10.2018; 13:30";земли промышленности;0,0202;Отбор проб не производился;До 2021
нефтесодержащая жидкость;77,050826;61,192095;19.03.2019;"07.10.2018; 22:05";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0285;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,909921;61,162644;19.03.2019;"11.10.2018; 11:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0352;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,561518;61,110266;19.03.2019;"12.10.2018; 17:55";земли лесного фонда в долгосрочной аренде;0,0198;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,612857;61,15993;19.03.2019;"17.10.2018;  10:25";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0294;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,836966;61,246609;19.03.2019;"17.10.2018;  09:20";земли лесного фонда в долгосрочной аренде;0,0442;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,662816;61,098061;19.03.2019;"18.10.2018;  11:20";земли лесного фонда в долгосрочной аренде;0,1571;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,717794;61,128462;19.03.2019;"22.10.2018;  11.10";земли лесного фонда в долгосрочной аренде;0,0103;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,499489;61,294587;19.03.2019;"24.10.2018;  10.15";земли лесного фонда в долгосрочной аренде;0,3155;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,928765;61,149985;19.03.2019;"25.10.2018; 13.41";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0201;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,561627;61,137141;19.03.2019;"27.10.2018; 12:30";земли промышленности;0,01;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,923851;61,094122;19.03.2019;"28.10.2018; 11:25";земли лесного фонда в долгосрочной аренде;0,0208;Отбор проб не производился;До 2021
ВНЭ;76,586143;61,167068;19.03.2019;"31.10.2018;  18:05";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,4365;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,657705;61,097519;19.03.2019;"01.11.2018;  11:05";земли промышленности;0,0395;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,949439;61,191737;19.03.2019;"05.11.2018;  17:05";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,1458;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,733378;61,167751;19.03.2019;"07.11.2018;  16:30";земли лесного фонда в долгосрочной аренде;0,0183;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,449082;61,017219;19.03.2019;"10.11.2018;  08:50";земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,2541;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,453936;61,02098;19.03.2019;"11.11.2018;  06:05";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0193;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,672749;61,057557;19.03.2019;"16.11.2018;  12:50";земли лесного фонда в долгосрочной аренде;0,0082;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,787319;61,058606;19.03.2019;"16.11.2018;  12:50";земли промышленности, земли лесного фонда;0,0083;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,771209;61,059253;19.03.2019;"17.11.2018;  10:20";земли лесного фонда в долгосрочной аренде;0,008;Отбор проб не производился;До 2021
подтоварная вода;76,910134;61,047505;19.03.2019;"21.11.2018;  16:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,24;Отбор проб не производился;До 2021
нефтесодержащая жидкость;77,040322;61,201141;19.03.2019;"23.11.2018;  06:13";земли лесного фонда в долгосрочной аренде;0,0489;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,779355;61,007685;19.03.2019;"26.11.2018;  10:40";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2318;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,883989;61,093691;19.03.2019;"03.12.2018;  03:00";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1201;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,961102;61,176604;19.03.2019;"06.12.2018;  14:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,006;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,645652;61,164773;19.03.2019;"17.12.2018;  15:45";земли лесного фонда в долгосрочной аренде;0,0189;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,548883;61,312645;19.03.2019;"17.12.2018;  10:08";земли промышленности;0,194;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,847874;61,019196;19.03.2019;"18.12.2018;  13:10";земли лесного фонда в долгосрочной аренде;0,2593;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,813475;61,132863;19.03.2019;"20.12.2018;  16:50";земли лесного фонда в долгосрочной аренде;0,0197;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,848006;61,019248;19.03.2019;"27.12.2018;  12:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2672;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,637043;61,090182;19.03.2019;"29.12.2018; 13:45";земли лесного фонда в долгосрочной аренде;0,0025;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,516345;61,031212;19.03.2019;"26.03.2018;  01:45";земли лесного фонда в долгосрочной аренде;0,1418;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,568629;61,22272;19.03.2019;-;земли лесного фонда;0,0692;331525;До 2022
нефтесодержащая жидкость;76,570011;61,22412;19.03.2019;-;земли лесного фонда;0,8846;376623;До 2022
нефтесодержащая жидкость;76,570666;61,22457;19.03.2019;-;земли лесного фонда;0,3005;229405;До 2022
нефтесодержащая жидкость;76,760274;61,26785;19.03.2019;-;земли лесного фонда;0,2776;300998;До 2022
нефтесодержащая жидкость;76,608888;61,09929;19.03.2019;-;земли лесного фонда;0,0049;231549;До 2022
нефтесодержащая жидкость;76,701336;61,2455;19.03.2019;-;земли лесного фонда;0,0456;77470;До 2022
нефтесодержащая жидкость;76,71265;61,2414;19.03.2019;-;земли лесного фонда;2,6979;186503;До 2022
нефтесодержащая жидкость;76,647586;61,2351;19.03.2019;-;земли лесного фонда;0,0145;244332;До 2022
нефтесодержащая жидкость;76,646521;61,2341;19.03.2019;-;земли лесного фонда;0,1306;270373;До 2022
нефтесодержащая жидкость;76,697388;61,2473;19.03.2019;-;земли лесного фонда;0,3806;142785;До 2022
нефтесодержащая жидкость;76,635055;61,073056;19.03.2019;-;земли лесного фонда;0,097;351716;До 2022
нефтесодержащая жидкость;76,5288;61,24416;19.03.2019;-;земли лесного фонда;0,2046;159463;До 2022
нефтесодержащая жидкость;76,567136;61,2862;19.03.2019;-;земли лесного фонда;0,1359;360817;До 2022
нефтесодержащая жидкость;76,569037;61,28711;19.03.2019;-;земли лесного фонда;0,1765;353086;До 2022
нефтесодержащая жидкость;76,693656;61,29034;19.03.2019;-;земли лесного фонда;1,2708;182880;До 2022
нефтесодержащая жидкость;76,737292;61,19476;19.03.2019;-;земли лесного фонда;0,2362;329498;До 2022
нефтесодержащая жидкость;76,714776;61,2396;19.03.2019;-;земли лесного фонда;0,0972;313455;До 2022
нефтесодержащая жидкость;76,733664;61,2608;19.03.2019;-;земли лесного фонда;0,093;319947;До 2022
нефтесодержащая жидкость;76,733091;61,26085;19.03.2019;-;земли лесного фонда;0,0199;347984;До 2022
нефтесодержащая жидкость;76,560982;61,2687;19.03.2019;-;земли лесного фонда;0,127;217121;До 2022
нефтесодержащая жидкость;76,646963;61,2333;19.03.2019;-;земли лесного фонда;0,0033;336542;До 2022
нефтесодержащая жидкость;76,552276;61,23985;19.03.2019;-;земли лесного фонда;0,0072;358585;До 2022
нефтесодержащая жидкость;76,552445;61,24022;19.03.2019;-;земли лесного фонда;0,0146;320305;До 2022
нефтесодержащая жидкость;76,552253;61,23952;19.03.2019;-;земли лесного фонда;0,0085;153486;До 2022
нефтесодержащая жидкость;76,552217;61,24002;19.03.2019;-;земли лесного фонда;0,1042;325076;До 2022
нефтесодержащая жидкость;76,641496;61,23391;19.03.2019;-;земли лесного фонда;0,719;348651;До 2022
нефтесодержащая жидкость;76,641573;61,23428;19.03.2019;-;земли лесного фонда;0,6203;357883;До 2022
нефтесодержащая жидкость;76,653086;61,23233;19.03.2019;-;земли лесного фонда;0,1213;295362;До 2022
нефтесодержащая жидкость;76,739223;61,1993;19.03.2019;-;земли лесного фонда;0,0229;368546;До 2022
нефтесодержащая жидкость;76,645939;61,23395;19.03.2019;-;земли лесного фонда;0,0108;324455;До 2022
нефтесодержащая жидкость;76,762708;61,23676;19.03.2019;-;земли лесного фонда;0,142;283343;До 2022
нефтесодержащая жидкость;76,768507;61,23877;19.03.2019;-;земли лесного фонда;1,4157;282090;До 2022
нефтесодержащая жидкость;76,582083;61,26886;19.03.2019;-;земли лесного фонда;0,1007;341526;До 2022
нефтесодержащая жидкость;76,440878;61,05784;19.03.2019;-;земли лесного фонда;0,0557;327556;До 2022
нефтесодержащая жидкость;76,48295;61,02569;19.03.2019;-;земли лесного фонда;0,1064;175674;До 2022
нефтесодержащая жидкость;76,74463;61,1834;19.03.2019;-;земли лесного фонда;0,2735;352045;До 2022
нефтесодержащая жидкость;76,711127;61,24277;19.03.2019;-;земли лесного фонда;0,743;196654;До 2022
нефтесодержащая жидкость;76,711546;61,23499;19.03.2019;-;земли лесного фонда;0,2601;373702;До 2022
нефтесодержащая жидкость;76,720091;61,24509;19.03.2019;-;земли лесного фонда;0,1123;316704;До 2022
нефтесодержащая жидкость;76,688274;61,2459;19.03.2019;-;земли лесного фонда;0,1114;277666;До 2022
нефтесодержащая жидкость;76,696558;61,20354;19.03.2019;-;земли лесного фонда;0,0093;335788;До 2022
нефтесодержащая жидкость;76,69701;61,20377;19.03.2019;-;земли лесного фонда;0,0116;334838;До 2022
нефтесодержащая жидкость;76,567506;61,22392;19.03.2019;-;земли лесного фонда;0,0115;337693;До 2022
нефтесодержащая жидкость;76,564772;61,22354;19.03.2019;-;земли лесного фонда;0,0501;358099;До 2022
нефтесодержащая жидкость;76,707797;61,24459;19.03.2019;-;земли лесного фонда;0,2071;350235;До 2022
нефтесодержащая жидкость;76,743319;61,19123;19.03.2019;-;земли лесного фонда;0,0867;375520;До 2022
нефтесодержащая жидкость;76,566743;61,22087;19.03.2019;-;земли лесного фонда;0,1237;329280;До 2022
нефтесодержащая жидкость;76,755841;61,17801;19.03.2019;-;земли лесного фонда;0,0098;336563;До 2022
нефтесодержащая жидкость;76,762656;61,18;19.03.2019;-;земли лесного фонда;0,0818;330421;До 2022
нефтесодержащая жидкость;76,763092;61,1799;19.03.2019;-;земли лесного фонда;0,0474;285297;До 2022
нефтесодержащая жидкость;76,762443;61,1802;19.03.2019;-;земли лесного фонда;0,1064;305229;До 2022
нефтесодержащая жидкость;76,774537;61,2423;19.03.2019;-;земли лесного фонда;0,3329;333078;До 2022
нефтесодержащая жидкость;76,567384;61,22213;19.03.2019;-;земли лесного фонда;0,0246;372116;До 2022
нефтесодержащая жидкость;76,7169593;61,2357;19.03.2019;-;земли лесного фонда;0,2779;374086;До 2022
нефтесодержащая жидкость;76,56901;61,22547;19.03.2019;-;земли лесного фонда;0,3158;316084;До 2022
нефтесодержащая жидкость;76,572682;61,2079;19.03.2019;-;земли лесного фонда;0,011;279187;До 2022
нефтесодержащая жидкость;76,704917;61,23815;19.03.2019;-;земли лесного фонда;0,1503;286636;До 2022
нефтесодержащая жидкость;76,614417;61,22855;19.03.2019;-;земли лесного фонда;0,0285;284099;До 2022
нефтесодержащая жидкость;76,713253;61,24438;19.03.2019;-;земли лесного фонда;0,0031;127312;До 2022
нефтесодержащая жидкость;76,567761;61,22387;19.03.2019;-;земли лесного фонда;0,6243;318218;До 2022
нефтесодержащая жидкость;76,567349;61,22129;19.03.2019;-;земли лесного фонда;0,0319;336521;До 2022
нефтесодержащая жидкость;76,715543;61,26406;19.03.2019;-;земли лесного фонда;0,0134;334475;До 2022
нефтесодержащая жидкость;76,727669;61,2603;19.03.2019;-;земли лесного фонда;0,0845;321571;До 2022
нефтесодержащая жидкость;76,651037;61,22038;19.03.2019;-;земли лесного фонда;0,0338;302088;До 2022
нефтесодержащая жидкость;76,684167;61,301;19.03.2019;-;земли лесного фонда;0,0032;274004;До 2022
нефтесодержащая жидкость;76,71836;61,24505;19.03.2019;-;земли лесного фонда;0,033;93114;До 2022
нефтесодержащая жидкость;76,718095;61,24491;19.03.2019;-;земли лесного фонда;0,0787;135804;До 2022
нефтесодержащая жидкость;76,708461;61,24474;19.03.2019;-;земли лесного фонда;0,9724;305773;До 2022
нефтесодержащая жидкость;76,694236;61,2584;19.03.2019;-;земли лесного фонда;0,0111;98489;До 2022
нефтесодержащая жидкость;76,709896;61,24389;19.03.2019;-;земли лесного фонда;1,5589;178582;До 2022
нефтесодержащая жидкость;76,765475;61,23873;19.03.2019;-;земли лесного фонда;0,5996;163073;До 2022
нефтесодержащая жидкость;76,742967;61,23964;19.03.2019;-;земли лесного фонда;0,1695;169865;До 2022
нефтесодержащая жидкость;76,737167;61,26381;19.03.2019;-;земли лесного фонда;1,9108;296821;До 2022
нефтесодержащая жидкость;76,748504;61,24348;19.03.2019;-;земли лесного фонда;0,0762;166935;До 2022
нефтесодержащая жидкость;76,749887;61,263;19.03.2019;-;земли лесного фонда;0,0101;250115;До 2022
нефтесодержащая жидкость;76,774038;61,23928;19.03.2019;-;земли лесного фонда;0,1655;332041;До 2022
нефтесодержащая жидкость;76,710059;61,24593;19.03.2019;-;земли лесного фонда;0,8913;283977;До 2022
нефтесодержащая жидкость;76,718721;61,24427;19.03.2019;-;земли лесного фонда;0,0303;163547;До 2022
нефтесодержащая жидкость;76,71565;61,2638;19.03.2019;-;земли лесного фонда;0,0022;332167;До 2022
нефтесодержащая жидкость;76,747978;61,24408;19.03.2019;-;земли лесного фонда;0,0752;161290;До 2022
нефтесодержащая жидкость;76,70953571;61,2361;19.03.2019;-;земли лесного фонда;0,0662;121784;До 2022
нефтесодержащая жидкость;76,675592;61,22623;19.03.2019;-;земли лесного фонда;0,1285;297586;До 2022
нефтесодержащая жидкость;76,748597;61,24498;19.03.2019;-;земли лесного фонда;0,0305;156265;До 2022
нефтесодержащая жидкость;76,715091;61,24036;19.03.2019;-;земли лесного фонда;0,1807;133336;До 2022
нефтесодержащая жидкость;76,712987;61,242872;19.03.2019;-;земли лесного фонда;0,1318;192402;До 2022
нефтесодержащая жидкость;76,745573;61,2645;19.03.2019;-;земли лесного фонда;0,8982;369444;До 2022
нефтесодержащая жидкость;76,728338;61,2597;19.03.2019;-;земли лесного фонда;0,332;366034;До 2022
нефтесодержащая жидкость;76,778614;61,2409;19.03.2019;-;земли лесного фонда;0,0174;368441;До 2022
нефтесодержащая жидкость;76,778269;61,2406;19.03.2019;-;земли лесного фонда;0,0259;288355;До 2022
нефтесодержащая жидкость;76,704102;61,24191;19.03.2019;-;земли лесного фонда;0,0074;205600;До 2022
нефтесодержащая жидкость;76,716193;61,24454;19.03.2019;-;земли лесного фонда;0,2582;111525;До 2022
нефтесодержащая жидкость;76,64341;61,28786;19.03.2019;-;земли лесного фонда;0,0032;307513;До 2022
нефтесодержащая жидкость;76,686825;61,3061;19.03.2019;-;земли лесного фонда;0,0673;243964;До 2022
нефтесодержащая жидкость;76,648212;61,23285;19.03.2019;-;земли лесного фонда;0,0091;215169;До 2022
нефтесодержащая жидкость;76,734339;61,2045;19.03.2019;-;земли лесного фонда;0,0249;223223;До 2022
нефтесодержащая жидкость;76,616427;61,23519;19.03.2019;-;земли лесного фонда;0,0302;308152;До 2022
нефтесодержащая жидкость;76,624488;61,2336;19.03.2019;-;земли лесного фонда;0,0014;320277;До 2022
нефтесодержащая жидкость;76,62484;61,2336;19.03.2019;-;земли лесного фонда;0,0048;309353;До 2022
нефтесодержащая жидкость;76,696831;61,20414;19.03.2019;-;земли лесного фонда;0,0078;379538;До 2022
нефтесодержащая жидкость;76,697224;61,20485;19.03.2019;-;земли лесного фонда;0,0061;319660;До 2022
нефтесодержащая жидкость;76,641746;61,23085;19.03.2019;-;земли лесного фонда;0,016;281042;До 2022
нефтесодержащая жидкость;76,641746;61,23085;19.03.2019;-;земли лесного фонда;0,0488;294242;До 2022
нефтесодержащая жидкость;76,692238;61,21124;19.03.2019;-;земли лесного фонда;0,0109;167672;До 2022
нефтесодержащая жидкость;76,614288;61,23433;19.03.2019;-;земли лесного фонда;0,04;348370;До 2022
нефтесодержащая жидкость;76,569103;61,22503;19.03.2019;-;земли лесного фонда;1,9213;368190;До 2022
нефтесодержащая жидкость;76,743695;61,18362;19.03.2019;-;земли лесного фонда;0,5191;337928;До 2022
нефтесодержащая жидкость;76,75645;61,26664;19.03.2019;-;земли лесного фонда;0,2139;322653;До 2022
нефтесодержащая жидкость;76,730511;61,26254;19.03.2019;-;земли лесного фонда;5,9508;366831;До 2022
нефтесодержащая жидкость;76,711021;61,23986;19.03.2019;-;земли лесного фонда;0,0226;346197;До 2022
нефтесодержащая жидкость;76,747727;61,263;19.03.2019;-;земли лесного фонда;4,4204;298502;До 2022
нефтесодержащая жидкость;76,669605;61,23806;19.03.2019;-;земли лесного фонда;0,0743;341624;До 2022
нефтесодержащая жидкость;76,75297479;61,26443;19.03.2019;-;земли лесного фонда;1,3236;284765;До 2022
нефтесодержащая жидкость;76,720292;61,24691;19.03.2019;-;земли лесного фонда;0,0051;97048;До 2022
нефтесодержащая жидкость;76,739158;61,18619;19.03.2019;-;земли лесного фонда;0,0287;316962;До 2022
нефтесодержащая жидкость;76,739847;61,19118;19.03.2019;-;земли лесного фонда;0,0068;173341;До 2022
нефтесодержащая жидкость;76,741992;61,23116;19.03.2019;-;земли лесного фонда;0,0339;281099;До 2022
нефтесодержащая жидкость;76,733507;61,1925;19.03.2019;-;земли лесного фонда;0,0238;140864;До 2022
нефтесодержащая жидкость;76,65198;61,23252;19.03.2019;-;земли лесного фонда;0,0601;317323;До 2022
нефтесодержащая жидкость;76,711849;61,21591;19.03.2019;-;земли лесного фонда;0,0271;360012;До 2022
нефтесодержащая жидкость;76,7512;61,18953;19.03.2019;-;земли лесного фонда;0,0232;355925;До 2022
нефтесодержащая жидкость;76,732387;61,19602;19.03.2019;-;земли лесного фонда;0,0644;178142;До 2022
нефтесодержащая жидкость;76,754127;61,2652;19.03.2019;-;земли лесного фонда;0,0125;293180;До 2022
нефтесодержащая жидкость;76,757497;61,26759;19.03.2019;-;земли лесного фонда;0,1429;303807;До 2022
нефтесодержащая жидкость;76,633922;61,22328;19.03.2019;-;земли лесного фонда;0,0198;294837;До 2022
нефтесодержащая жидкость;76,673988;61,071;19.03.2019;-;земли лесного фонда;0,0426;284012;До 2022
нефтесодержащая жидкость;76,67528;61,071;19.03.2019;-;земли лесного фонда;0,0221;317667;До 2022
нефтесодержащая жидкость;76,7227619;61,0334;19.03.2019;-;земли лесного фонда;0,073;377936;До 2022
нефтесодержащая жидкость;76,648746;61,06787;19.03.2019;-;земли лесного фонда;1,4512;377106;До 2022
нефтесодержащая жидкость;76,628109;61,0856;19.03.2019;-;земли лесного фонда;0,0414;323339;До 2022
нефтесодержащая жидкость;76,681795;61,0944;19.03.2019;-;земли лесного фонда;0,0527;323101;До 2022
нефтесодержащая жидкость;76,722259;61,0595;19.03.2019;-;земли лесного фонда;0,1373;309443;До 2022
нефтесодержащая жидкость;76,730525;61,06564;19.03.2019;-;земли лесного фонда;0,0314;158640;До 2022
нефтесодержащая жидкость;76,678025;61,0943;19.03.2019;-;земли лесного фонда;0,024;361083;До 2022
нефтесодержащая жидкость;76,731781;61,06606;19.03.2019;-;земли лесного фонда;0,0415;135015;До 2022
нефтесодержащая жидкость;76,739318;61,0408;19.03.2019;-;земли лесного фонда;0,0122;336039;До 2022
нефтесодержащая жидкость;76,696297;61,0434;19.03.2019;-;земли лесного фонда;0,0297;312592;До 2022
нефтесодержащая жидкость;76,760719;61,0046;19.03.2019;-;земли лесного фонда;0,0419;282873;До 2022
нефтесодержащая жидкость;76,684086;61,0701;19.03.2019;-;земли лесного фонда;0,3797;289417;До 2022
нефтесодержащая жидкость;76,474678;61,03925;19.03.2019;-;земли лесного фонда;0,1664;228704;До 2022
нефтесодержащая жидкость;76,507399;61,02874;19.03.2019;-;земли лесного фонда;0,0269;252610;До 2022
нефтесодержащая жидкость;76,745355;60,9899;19.03.2019;-;земли лесного фонда;0,0251;360562;До 2022
