pollotion_type;lon;lat;reg_date;last_date;ground_type;square;pollution_level;restovration_date
нефтесодержащая жидкость;76,717001;61,049;19.03.2019;-;земли лесного фонда;0,0297;332524;До 2022
нефтесодержащая жидкость;76,65108;61,0881;19.03.2019;-;земли лесного фонда;0,0302;270254;До 2022
нефтесодержащая жидкость;76,69178;61,04355;19.03.2019;-;земли лесного фонда;0,1426;281529;До 2022
нефтесодержащая жидкость;76,729633;61,06525;19.03.2019;-;земли лесного фонда;0,1728;180513;До 2022
нефтесодержащая жидкость;76,711997;61,0486;19.03.2019;-;земли лесного фонда;0,0133;357119;До 2022
нефтесодержащая жидкость;76,722632;61,03787;19.03.2019;-;земли лесного фонда;0,0841;322844;До 2022
нефтесодержащая жидкость;76,61519;61,1072;19.03.2019;-;земли лесного фонда;0,6668;293672;До 2022
нефтесодержащая жидкость;76,713488;61,0869;19.03.2019;-;земли лесного фонда;0,2873;372334;До 2022
нефтесодержащая жидкость;76,736088;61,0521;19.03.2019;-;земли лесного фонда;0,0178;320106;До 2022
нефтесодержащая жидкость;76,721751;61,0617;19.03.2019;-;земли лесного фонда;0,0084;204895;До 2022
нефтесодержащая жидкость;76,647206;61,1692;19.03.2019;-;земли лесного фонда;0,6304;209831;До 2022
нефтесодержащая жидкость;76,844028;61,15624;19.03.2019;-;земли лесного фонда;0,6593;198041;До 2022
нефтесодержащая жидкость;76,890431;61,17595;19.03.2019;-;земли лесного фонда;0,0158;374238;До 2022
нефтесодержащая жидкость;76,88033;61,203;19.03.2019;-;земли лесного фонда;0,0906;271012;До 2022
нефтесодержащая жидкость;76,866745;61,2255;19.03.2019;-;земли лесного фонда;0,1222;340226;До 2022
нефтесодержащая жидкость;76,864927;61,2248;19.03.2019;-;земли лесного фонда;0,1534;339655;До 2022
нефтесодержащая жидкость;76,87297;61,2268;19.03.2019;-;земли лесного фонда;0,0571;366890;До 2022
нефтесодержащая жидкость;76,888384;61,17622;19.03.2019;-;земли лесного фонда;0,0123;181808;До 2022
нефтесодержащая жидкость;76,885051;61,1947;19.03.2019;-;земли лесного фонда;0,0424;300614;До 2022
нефтесодержащая жидкость;76,884219;61,2035;19.03.2019;-;земли лесного фонда;0,0179;296687;До 2022
нефтесодержащая жидкость;76,896939;61,1773;19.03.2019;-;земли лесного фонда;0,1175;227885;До 2022
нефтесодержащая жидкость;76,894489;61,1743;19.03.2019;-;земли лесного фонда;0,0413;378614;До 2022
нефтесодержащая жидкость;76,890327;61,1922;19.03.2019;-;земли лесного фонда;2,2002;275380;До 2022
нефтесодержащая жидкость;76,865427;61,2252;19.03.2019;-;земли лесного фонда;0,0192;325270;До 2022
нефтесодержащая жидкость;76,866323;61,2251;19.03.2019;-;земли лесного фонда;0,0414;354853;До 2022
нефтесодержащая жидкость;76,884268;61,2032;19.03.2019;-;земли лесного фонда;0,0421;322031;До 2022
нефтесодержащая жидкость;76,871676;61,2264;19.03.2019;-;земли лесного фонда;0,2598;327451;До 2022
нефтесодержащая жидкость;76,896681;61,1767;19.03.2019;-;земли лесного фонда;0,1372;293503;До 2022
нефтесодержащая жидкость;76,889917;61,17602;19.03.2019;-;земли лесного фонда;0,0075;374259;До 2022
нефтесодержащая жидкость;76,885316;61,1944;19.03.2019;-;земли лесного фонда;0,063;321927;До 2022
нефтесодержащая жидкость;76,870526;61,2263;19.03.2019;-;земли лесного фонда;0,0899;312287;До 2022
нефтесодержащая жидкость;76,522892;61,3153;19.03.2019;-;земли лесного фонда;0,2697;362117;До 2022
нефтесодержащая жидкость;76,524875;61,31572;19.03.2019;-;земли лесного фонда;0,0535;215482;До 2022
нефтесодержащая жидкость;76,476358;61,298;19.03.2019;-;земли лесного фонда;0,1001;285023;До 2022
нефтесодержащая жидкость;76,587963;61,3256;19.03.2019;-;земли лесного фонда;0,0422;373054;До 2022
нефтесодержащая жидкость;76,489088;61,16081;19.03.2019;-;земли лесного фонда;0,0144;294293;До 2022
нефтесодержащая жидкость;76,460075;61,33364;19.03.2019;-;земли лесного фонда;8,2117;370660;До 2022
нефтесодержащая жидкость;76,878841;61,117235;19.03.2019;-;земли лесного фонда;0,1175;344961;До 2022
нефтесодержащая жидкость;76,927263;61,251295;19.03.2019;-;земли лесного фонда;0,0532;355028;До 2022
нефтесодержащая жидкость;76,887414;61,176488;19.03.2019;-;земли лесного фонда;0,0454;344658;До 2022
нефтесодержащая жидкость;76,903973;61,171274;19.03.2019;-;земли лесного фонда;0,0724;397779;До 2022
нефтесодержащая жидкость;76,903169;61,241399;19.03.2019;-;земли лесного фонда;0,0083;310086;До 2022
нефтесодержащая жидкость;76,931467;61,200682;19.03.2019;-;земли лесного фонда;0,5412;308588;До 2022
