lon,lat,reg_date,last_date_cutted,square
76.76556,61.29972,2019-03-19,2018-04-05,0.0054
76.82519,61.2572,2019-03-19,2018-04-07,0.0053
76.681786,61.320606,2019-03-19,2018-04-08,0.1306
76.82802,61.29632,2019-03-19,2018-04-09,0.0749
76.49136,61.500645,2019-03-19,2018-04-09,0.0221
76.42418,61.5701,2019-03-19,2018-04-14,0.0
76.85898,61.292713,2019-03-19,2018-04-17,0.0628
76.83532,61.293987,2019-03-19,2018-04-19,0.1439
76.84269,61.291733,2019-03-19,2018-04-21,0.0221
76.852295,61.290215,2019-03-19,2018-04-21,0.2486
76.631065,61.356453,2019-03-19,2018-04-06,0.0779
76.577866,61.42821,2019-03-19,2018-05-03,0.0567
76.78476,61.277355,2019-03-19,2018-05-07,0.0156
76.637314,61.353798,2019-03-19,2018-05-17,0.1217
76.44509,61.56991,2019-03-19,2018-05-26,0.031
76.61526,61.37374,2019-03-19,2018-05-28,0.0726
76.622444,61.376045,2019-03-19,2018-05-30,0.0359
76.691605,61.33703,2019-03-19,2018-05-30,2.6178
76.768166,61.35302,2019-03-19,2018-05-30,0.0141
76.73216,61.34888,2019-03-19,2018-06-01,0.2792
76.58472,61.44461,2019-03-19,2018-06-06,0.0164
76.815865,61.29405,2019-03-19,2018-06-11,0.1015
76.577286,61.42831,2019-03-19,2018-06-13,0.0587
76.71724,61.35469,2019-03-19,2018-06-20,0.1993
76.63152,61.45221,2019-03-19,2018-06-21,0.0522
76.68773,61.430237,2019-03-19,2018-06-28,0.1677
76.49151,61.448967,2019-03-19,2018-07-02,0.3062
76.82822,61.295483,2019-03-19,2018-07-23,0.1129
76.814445,61.29411,2019-03-19,2018-07-25,0.18
76.746025,61.308952,2019-03-19,2018-07-28,0.0205
76.67297,61.380695,2019-03-19,2018-07-29,0.0272
76.48624,61.45585,2019-03-19,2018-07-29,0.0375
76.79199,61.286774,2019-03-19,2018-08-02,0.0253
76.624535,61.37685,2019-03-19,2018-08-07,0.1183
76.604195,61.45705,2019-03-19,2018-08-11,0.1362
76.90206,61.263382,2019-03-19,2018-08-12,0.0147
76.49118,61.500626,2019-03-19,2018-08-19,0.0276
76.48958,61.450344,2019-03-19,2018-08-22,0.2867
76.766884,61.29956,2019-03-19,2018-08-24,0.2915
76.767075,61.299557,2019-03-19,2018-08-27,0.2558
76.61526,61.37374,2019-03-19,2018-08-28,0.0258
76.76748,61.29954,2019-03-19,2018-08-31,0.1322
76.4612,61.582245,2019-03-19,2018-09-01,0.0218
76.8318,61.2589,2019-03-19,2018-09-16,0.0135
76.63747,61.365192,2019-03-19,2018-09-19,0.0386
76.67222,61.380966,2019-03-19,2018-09-30,0.0037
76.584625,61.444824,2019-03-19,2018-10-02,0.0493
77.016,61.257324,2019-03-19,2018-10-05,0.0016
76.66956,61.445107,2019-03-19,2018-10-08,0.1518
76.64689,61.431686,2019-03-19,2018-10-09,0.0343
76.6698,61.445126,2019-03-19,2018-10-22,0.2637
76.67275,61.380775,2019-03-19,2018-10-29,0.0013
76.42558,61.57069,2019-03-19,2018-11-05,0.0093
76.693825,61.346195,2019-03-19,2018-11-07,0.0081
76.49257,61.500607,2019-03-19,2018-11-12,0.0226
76.905235,61.298836,2019-03-19,2018-11-14,0.018
76.67163,61.38118,2019-03-19,2018-11-25,0.0113
76.67016,61.445156,2019-03-19,2018-12-06,0.0231
76.69111,61.33363,2019-03-19,2018-12-13,0.1252
76.48964,61.4503,2019-03-19,2018-12-18,0.2551
76.730804,61.325165,2019-03-19,2018-12-30,0.09
76.76657,61.29089,2019-03-19,,0.0619
76.76634,61.29068,2019-03-19,,0.0935
76.766785,61.29106,2019-03-19,,0.0242
76.82306,61.29197,2019-03-19,,0.0334
76.85962,61.26553,2019-03-19,,0.0132
76.824196,61.2925,2019-03-19,,0.0953
76.89344,61.29016,2019-03-19,,0.016
76.81872,61.25526,2019-03-19,,0.0085
76.765854,61.29041,2019-03-19,,0.0828
76.712326,61.3432,2019-03-19,,0.0057
76.63546,61.41055,2019-03-19,,0.0655
76.69048,61.34819,2019-03-19,,0.137
76.810936,61.2951,2019-03-19,,0.0057
76.66956,61.3822,2019-03-19,,0.0213
76.669586,61.3819,2019-03-19,,0.0073
76.675,61.3777,2019-03-19,,0.0056
76.71814,61.3156,2019-03-19,,0.057
76.69115,61.33744,2019-03-19,,0.418
76.73561,61.27527,2019-03-19,,0.0038
76.52461,61.5396,2019-03-19,,0.0277
76.501335,61.57018,2019-03-19,,0.0751
76.55617,61.5287,2019-03-19,,0.0194
76.55599,61.5285,2019-03-19,,0.0255
76.60893,61.48795,2019-03-19,,0.0042
76.60633,61.3441,2019-03-19,,0.0582
76.58859,61.3631,2019-03-19,,0.0064
76.5465,61.4254,2019-03-19,,0.0499
76.58766,61.3655,2019-03-19,,0.0129
76.64826,61.40673,2019-03-19,,0.0037
76.6265,61.34855,2019-03-19,,0.0705
76.627686,61.34875,2019-03-19,,0.0446
76.67523,61.3813,2019-03-19,,0.032
76.65374,61.3243,2019-03-19,,0.0119
76.42247,61.5064,2019-03-19,,0.0621
76.77893,61.30564,2019-03-19,,0.0222
76.777664,61.30602,2019-03-19,,0.0141
76.60352,61.34053,2019-03-19,,0.1382
76.6025,61.33949,2019-03-19,,0.0417
76.60325,61.33917,2019-03-19,,0.005
76.64861,61.3158,2019-03-19,,0.0254
76.60813,61.3472,2019-03-19,,0.0193
76.67422,61.3815,2019-03-19,,0.0174
76.67349,61.3815,2019-03-19,,0.009
76.80093,61.29526,2019-03-19,,0.0517
76.60231,61.3462,2019-03-19,,0.0511
76.76567,61.29035,2019-03-19,,0.0046
76.688095,61.377808,2020-03-11,2019-01-21,0.0608
76.52564,61.499672,2020-03-11,2019-01-23,0.4067
76.66678,61.4302,2020-03-11,2019-02-03,0.0594
76.8239,61.293133,2020-03-11,2019-02-05,0.0121
76.71307,61.37234,2020-03-11,2019-02-12,0.8486
76.730835,61.34871,2020-03-11,2019-02-15,0.2211
76.765625,61.279236,2020-03-11,2019-02-17,0.0315
76.65275,61.379364,2020-03-11,2019-02-19,0.5064
76.67426,61.326576,2020-03-11,2019-02-27,0.0522
76.8372,61.259888,2020-03-11,2019-02-28,0.0409
76.72786,61.37062,2020-03-11,2019-05-29,0.3723
76.7562,61.337784,2020-03-11,2019-03-13,0.0339
76.78886,61.285534,2020-03-11,2019-03-16,0.1071
76.76064,61.274178,2020-03-11,2019-03-28,0.0377
76.59502,61.42034,2020-03-11,2019-04-04,0.2339
76.61586,61.311863,2020-03-11,2019-04-10,0.1495
76.75389,61.307903,2020-03-11,2019-04-21,0.0274
76.83801,61.338993,2020-03-11,2019-04-24,0.1777
76.61722,61.31289,2020-03-11,2019-04-29,0.0299
76.67029,61.394264,2020-03-11,2019-05-04,0.0905
76.60207,61.417355,2020-03-11,2019-05-14,0.1166
76.61261,61.42325,2020-03-11,2019-05-25,0.0697
76.63108,61.37791,2020-03-11,2019-06-19,0.2556
76.66896,61.376537,2020-03-11,2019-06-20,0.102
76.76449,61.300003,2020-03-11,2019-06-22,0.1351
76.833244,61.33745,2020-03-11,2019-12-21,0.2243
76.6702,61.327408,2020-03-11,2019-08-04,0.0403
76.8921,61.33927,2020-03-11,2019-08-06,0.0416
76.64072,61.39035,2020-03-11,2019-08-08,0.0616
76.69088,61.37713,2020-03-11,2019-08-10,0.0204
76.54053,61.499363,2020-03-11,2019-08-18,0.1338
76.77066,61.271282,2020-03-11,2019-08-20,0.0628
76.59061,61.331352,2020-03-11,2019-08-21,0.0298
76.717186,61.371826,2020-03-11,2019-09-11,0.1126
76.53621,61.424755,2020-03-11,2019-09-23,0.099
76.64181,61.42142,2020-03-11,2019-10-01,0.177
76.62164,61.41154,2020-03-11,2019-10-24,0.0472
76.57394,61.440334,2020-03-11,2019-10-25,0.0091
76.583984,61.49852,2020-03-11,2019-11-14,0.0161
76.62695,61.438763,2020-03-11,2019-11-25,0.0289
76.60353,61.434753,2020-03-11,2019-11-27,0.0194
76.62769,61.434937,2020-03-11,2019-12-08,0.0052
76.616844,61.455963,2020-03-11,2019-12-10,0.0078
76.50561,61.506996,2020-03-11,2019-12-20,0.0145
76.86396,61.30682,2020-03-11,2019-12-24,0.1798
76.618286,61.41175,2020-03-11,2019-06-29,0.2722
76.571724,61.4062,2020-03-11,2019-01-05,0.1401
76.58076,61.448883,2021-03-02,2020-01-05,0.0102
76.823616,61.293083,2021-03-02,2020-01-13,0.0538
76.59417,61.498318,2021-03-02,2020-01-24,0.014
76.53066,61.499523,2021-03-02,2020-01-27,0.0144
76.602905,61.412476,2021-03-02,2020-01-28,0.1998
76.57052,61.498756,2021-03-02,2020-02-02,0.0039
76.660866,61.429016,2021-03-02,2020-02-16,0.0112
76.52454,61.50291,2021-03-02,2020-02-27,0.0121
76.59193,61.33188,2021-03-02,2020-02-29,0.0366
76.5562,61.498955,2021-03-02,2020-03-01,0.0623
76.68044,61.423435,2021-03-02,2020-03-11,0.1116
76.74899,61.305904,2021-03-02,2020-03-12,0.0522
76.60583,61.457436,2021-03-02,2020-03-15,0.0766
76.74454,61.367565,2021-03-02,2020-03-17,0.0479
76.66522,61.430115,2021-03-02,2020-04-01,0.0025
76.623436,61.316784,2021-03-02,2020-04-09,0.003
76.6083,61.442295,2021-03-02,2020-04-10,0.034
76.62646,61.317863,2021-03-02,2020-04-11,0.003
76.62356,61.316833,2021-03-02,2020-04-16,0.02
76.64103,61.37932,2021-03-02,2020-04-27,0.2511
76.58466,61.431854,2021-03-02,2020-04-28,0.2128
76.58345,61.447052,2021-03-02,2020-04-29,0.1641
76.818695,61.322308,2021-03-02,2020-05-08,0.0292
76.60246,61.395153,2021-03-02,2020-05-11,0.0749
76.64762,61.410694,2021-03-02,2020-05-14,1e-04
76.71583,61.322166,2021-03-02,2020-05-18,0.0178
76.65976,61.37822,2021-03-02,2020-05-23,0.2607
76.76935,61.27749,2021-03-02,2020-05-24,0.025
76.80934,61.296215,2021-03-02,2020-05-25,0.0887
76.73723,61.353252,2021-03-02,2020-05-31,0.0319
76.516205,61.44405,2021-03-02,2020-06-04,0.0696
76.65134,61.434383,2021-03-02,2020-06-07,0.0094
76.53332,61.437016,2021-03-02,2020-06-08,0.289
76.68475,61.4299,2021-03-02,2020-06-10,0.0693
76.61255,61.37147,2021-03-02,2020-07-02,0.1217
76.640335,61.45988,2021-03-02,2020-07-03,0.0062
76.806694,61.27697,2021-03-02,2020-07-08,0.0034
76.51336,61.527164,2021-03-02,2020-07-24,0.2292
76.832146,61.297813,2021-03-02,2020-08-04,0.1366
76.85274,61.26283,2021-03-02,2020-09-01,0.0199
76.85648,61.26428,2021-03-02,2020-09-24,0.0609
76.8568,61.26436,2021-03-02,2020-09-25,0.0181
76.831276,61.297436,2021-03-02,2020-09-27,0.0523
76.4602,61.5834,2021-03-02,2020-10-07,0.0481
76.62015,61.49955,2021-03-02,2020-10-08,0.0428
76.72901,61.437416,2021-03-02,2020-10-10,0.001
76.681175,61.41949,2021-03-02,2020-10-17,0.0991
76.500885,61.53337,2021-03-02,2020-11-13,0.0793
76.85073,61.262054,2021-03-02,2020-11-27,0.0565
76.64726,61.40952,2021-03-02,2020-12-09,0.0264
76.54818,61.38625,2021-03-02,2020-12-11,0.0012
76.59719,61.47137,2021-03-02,2020-12-12,0.0066
76.832245,61.299126,2021-03-02,2020-12-14,0.1555
76.65527,61.378906,2021-03-02,2020-12-23,0.2682
77.596855,61.598312,2017-02-15,2016-01-23,0.003
77.59723,61.6667,2019-03-19,,0.0205
77.59728,61.628826,2020-03-11,2019-08-17,0.0059
77.59714,61.598427,2021-03-02,2020-07-20,0.0056
77.548386,61.69804,2021-03-02,2020-08-06,0.0103
77.60448,61.61939,2021-03-02,2020-11-23,0.2496
